Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
39,Male,55.58,1.71,184,148,59,2,2040,Cardio,20,2.7,5,3,19.0,3,202.77,81.81,54.86,1656,Other,Snack,Vegetarian,7.24,1222.64,185.13,439.22,Raw,6.72,112.15,1.8,Bear Crawls,4,15,Targets obliques and improves core rotation,340.84,"Glutes, Hamstrings, Core",None or Dumbbell,Advanced,Forearms,Anterior,Plate pinch,19.01,1632.06,0.5,1.47,0.71,0.8,-383.97,44.24,1336.09,6.96e+19,Medium,19.00755788105742,1020.0
38,Female,44.9,1.68,193,144,58,1,1093,Strength,21,2.4,3,2,15.9,3,282.8,113.61,75.84,1242,Other,Breakfast,Vegan,12.42,1212.06,4.43,343.83,Fried,57.72,117.79,3.2,Tricep Extensions,4,18,Improves core stability and balance,338.1,"Triceps, Chest",Low Bar or TRX,Beginner,Legs,Posterior,Chest flyes,15.91,2268.2,0.5,2.53,0.64,0.74,149.38,35.62,682.96,6.52e+19,Medium,15.908446712018142,1093.0
26,Female,59.21,1.51,181,129,71,2,2420,HIIT,25,2.7,5,3,26.0,4,180.13,72.39,48.72,1872,Other,Snack,Paleo,43.55,1533.61,81.34,126.35,Baked,59.59,40.34,4.3,Resistance Band Pull-Aparts,5,20,Builds lower body power and endurance,355.43,Core,"Bench, Barbell",Beginner,Legs,Grip Strength,Incline dumbbell flyes,25.97,1448.56,0.5,1.22,0.52,0.71,-548.42,44.42,1201.35,9.81e+19,High,25.968159291259155,1210.0
27,Male,87.68,1.63,183,135,74,2,2052,Strength,30,3.5,5,3,33.0,4,410.38,163.87,109.15,2558,Other,Dinner,Balanced,7.53,1514.17,99.7,108.68,Boiled,13.91,21.75,3.6,Step-ups,4,23,Improves hip power and cardiovascular fitness,372.07,"Chest, Triceps, Shoulders",None or Dumbbell,Advanced,Shoulders,Lats,Leg raises,33.0,3279.35,0.5,1.87,0.56,0.74,505.78,61.46,1302.24,1.43e+20,Very High,33.00086567051828,1026.0
45,Male,63.63,1.54,199,133,58,2,1728,Cardio,29,2.7,4,3,26.8,3,223.1,89.45,59.04,1918,Other,Snack,Vegetarian,27.1,1515.19,280.84,424.7,Raw,40.6,80.4,4.4,Lateral Raises,4,25,Targets biceps and forearms,368.48,Shoulders,Parallel Bars or Chair,Intermediate,Chest,Upper,Barbell squats,26.83,1781.56,0.5,1.41,0.53,0.67,190.27,45.15,1223.35,1.32e+20,Very High,26.82998819362456,864.0
58,Female,109.54,1.91,198,156,56,1,1066,Yoga,31,2.2,3,2,30.0,3,306.96,122.84,81.67,2956,Other,Dinner,Vegan,15.4,109.15,31.29,392.99,Steamed,7.55,62.15,1.9,Decline Push-ups,5,16,Improves unilateral leg strength and balance,357.61,"Upper Chest, Triceps",Pull-up Bar,Advanced,Back,Wrist Extensors,Leg curls,30.03,2454.23,0.5,1.12,0.71,0.79,1890.4,75.88,1058.53,1.03e+20,High,30.026589183410547,1066.0
56,Female,125.88,1.86,197,129,64,1,961,Cardio,35,2.2,3,2,36.4,3,298.21,120.07,79.45,3424,Other,Breakfast,Low-Carb,39.98,1286.81,251.92,312.73,Steamed,47.66,13.73,2.9,Face Pulls,4,15,Builds lower body power and endurance,366.43,"Quadriceps, Glutes",Bench or Chair,Advanced,Arms,Lower Chest,Dumbbell front raises,36.39,2388.17,0.5,0.95,0.49,0.66,2463.2,81.82,732.86,1.26e+20,Very High,36.38570933055844,961.0
50,Female,70.32,1.68,187,161,70,1,1147,Strength,29,2.5,2,1,24.9,3,298.86,119.65,80.16,1861,Other,Snack,Balanced,20.54,927.21,7.93,327.28,Baked,46.14,62.35,1.4,Prone Cobras,3,12,Targets lower chest,259.05,"Upper Chest, Triceps",None or Dumbbells,Intermediate,Chest,Posterior,Triceps dips,24.91,2395.48,0.5,1.7,0.78,0.86,713.64,49.75,601.0,7.41e+18,Low,24.91496598639456,1147.0
57,Male,85.56,1.69,189,133,50,2,1842,Cardio,29,3.5,5,3,30.0,3,200.87,80.59,53.75,2366,Other,Snack,Keto,11.46,322.63,277.93,361.5,Grilled,55.34,54.96,1.8,Burpees,5,24,Strengthens lower abs and hip flexors,346.69,"Back, Hamstrings, Glutes",Cable Machine or Resistance Band,Advanced,Chest,Lats,Crunches,29.96,1609.59,0.5,0.94,0.59,0.7,523.78,61.09,1227.28,8e+19,Medium,29.956934281012575,921.0
34,Female,64.38,1.78,169,144,64,1,1439,Strength,23,1.8,4,2,20.3,3,211.62,84.99,57.28,1731,Other,Snack,Vegetarian,12.74,1487.92,167.3,488.42,Raw,8.11,118.32,1.0,Pull-ups,4,23,Targets obliques and improves core rotation,364.26,"Lower Back, Glutes",Kettlebell,Beginner,Forearms,Posterior,Military press,20.32,1701.96,0.5,1.32,0.76,0.85,292.21,49.78,968.93,1.2e+20,Very High,20.319404115641962,1439.0
19,Male,60.51,1.59,184,128,53,1,1013,Cardio,27,2.2,2,1,23.9,2,201.97,81.36,54.63,1615,Other,Snack,Balanced,37.38,1822.76,267.53,491.62,Steamed,40.1,109.75,2.0,Shoulder Press,3,8,Targets biceps and forearms,249.64,Calves,Cable Machine,Advanced,Chest,Anterior,Concentration curls,23.93,1624.99,0.5,1.34,0.57,0.69,602.08,43.99,574.17,5.48e+18,Low,23.934970926782956,1013.0
28,Female,69.13,1.58,182,135,50,1,1074,Yoga,29,2.0,3,2,27.7,3,254.78,101.9,68.03,1995,Other,Breakfast,Vegan,2.95,1377.13,153.72,205.51,Grilled,35.01,22.14,4.7,Push-ups,5,24,Builds explosive power,335.25,"Lower Abs, Hip Flexors",Dumbbells,Beginner,Abs,Middle,Dumbbell flyes,27.69,2038.99,0.5,1.47,0.64,0.74,921.31,49.42,999.04,6.08e+19,Low,27.691876301874693,1074.0
32,Male,97.49,1.96,188,137,50,1,1468,Strength,27,3.4,3,2,25.4,3,276.79,109.74,73.73,2502,Other,Snack,Keto,12.48,158.78,216.12,401.47,Boiled,7.09,5.58,4.4,Squats,5,19,Improves cardiovascular fitness,371.13,"Shoulders, Upper Back",Bench or Chair,Beginner,Abs,Lats,Decline dumbbell press,25.38,2209.69,0.5,1.13,0.63,0.73,1034.42,71.65,1009.47,1.4e+20,Very High,25.377446897126198,1468.0
39,Male,85.97,1.82,191,160,72,2,2807,HIIT,28,3.5,5,3,26.0,3,250.06,99.54,66.37,2466,Other,Lunch,Keto,31.49,967.13,195.57,416.48,Raw,58.1,33.96,3.8,Box Jumps,5,16,Strengthens lower abs and hip flexors,340.61,"Full Body, Core, Shoulders",Bench or Step,Intermediate,Abs,Upper,Plate pinch,25.95,1995.73,0.5,1.16,0.74,0.84,-341.11,61.77,1335.19,6.93e+19,Medium,25.953991063881173,1403.5
37,Male,56.0,1.57,182,123,53,1,961,Strength,28,2.4,2,1,22.7,2,208.63,83.47,54.99,1433,Other,Breakfast,Low-Carb,20.37,2001.7,222.22,239.06,Roasted,8.77,23.0,2.2,Rows,4,25,Improves posture and back strength,340.72,"Upper Back, Rear Deltoids",None or Dumbbells,Advanced,Chest,Middle,Wrist extension,22.72,1663.31,0.5,1.49,0.54,0.67,471.83,40.11,661.0,6.94e+19,Medium,22.7189744005842,961.0
53,Male,47.69,1.76,164,149,74,1,1399,HIIT,19,1.5,4,2,15.4,4,295.15,118.76,79.09,1410,Other,Snack,Vegan,30.5,1682.65,149.42,273.04,Raw,51.66,118.42,3.7,Kettlebell Swings,5,17,Improves lower back strength,344.91,"Chest, Triceps, Shoulders",Bench or Chair,Beginner,Back,Grip Strength,Lateral raises,15.4,2367.45,0.5,2.49,0.84,0.91,10.8,38.57,731.21,7.67e+19,Medium,15.395790289256198,1399.0
18,Female,64.01,1.63,162,120,73,1,581,Cardio,27,2.2,3,1,24.1,3,214.64,85.59,57.27,1758,Other,Lunch,Vegan,43.07,2069.47,4.82,396.21,Boiled,5.6,48.41,2.4,Push-ups,4,25,Improves posture and strengthens upper back,359.03,"Upper Chest, Triceps",Bench or Sturdy Surface,Intermediate,Abs,Wrist Flexors,Leg raises,24.09,1716.35,0.5,1.34,0.53,0.74,1177.2,46.83,473.92,1.06e+20,High,24.091986902028683,581.0
18,Female,62.43,1.59,190,161,50,1,1181,Cardio,27,2.2,4,2,24.7,3,217.52,86.76,58.54,1857,Other,Lunch,Keto,15.12,1253.85,212.37,295.27,Baked,53.46,106.89,2.2,Kettlebell Swings,5,18,Builds calf muscles,341.52,"Chest, Triceps",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Extensors,Preacher curls,24.69,1743.98,0.5,1.39,0.79,0.85,676.2,45.8,840.14,7.08e+19,Medium,24.69443455559511,1181.0
44,Female,42.16,1.66,173,134,53,1,482,Yoga,21,1.9,2,1,15.3,3,332.81,133.7,88.57,1142,Other,Dinner,Keto,7.39,927.13,79.46,474.44,Steamed,55.85,85.58,4.3,Bird Dogs,4,20,Builds unilateral leg strength and balance,335.87,"Back, Core, Shoulders",Box or Platform,Beginner,Abs,Triceps,Lateral raises,15.3,2663.17,0.5,3.17,0.68,0.78,660.2,33.25,490.37,6.18e+19,Low,15.299753229786615,482.0
30,Male,87.22,1.69,185,130,65,2,1811,Cardio,29,3.5,4,3,30.5,3,293.13,116.49,78.24,2619,Other,Dinner,Low-Carb,29.7,1928.82,61.55,153.18,Roasted,11.15,10.84,1.9,Plyometric Push-ups,5,18,Builds lower body power,343.62,"Chest, Triceps",Barbell,Advanced,Shoulders,Triceps,Bent-over lateral raises,30.54,2342.64,0.5,1.34,0.54,0.7,808.01,61.59,1195.8,7.44e+19,Medium,30.538146423444562,905.5
37,Male,76.15,1.82,192,121,50,1,1432,Cardio,27,2.8,4,2,23.0,3,190.36,76.31,50.8,1891,Other,Snack,Vegan,2.45,2418.4,109.9,331.8,Grilled,39.98,60.13,2.4,Seated Rows,4,19,Strengthens triceps and chest,343.73,"Quadriceps, Hamstrings, Glutes",Barbell,Beginner,Abs,Wrist Extensors,Triceps dips,22.99,1523.88,0.5,1.0,0.5,0.63,459.41,55.81,1024.32,7.46e+19,Medium,22.98937326409854,1432.0
19,Female,127.92,1.92,184,168,70,1,1212,Cardio,32,3.0,4,2,34.7,3,233.71,93.24,61.85,3376,Other,Breakfast,Paleo,17.72,2486.74,265.81,211.02,Steamed,40.98,19.66,1.8,Calf Raises,4,17,Builds explosive power,342.75,Core,Pull-up Bar,Beginner,Abs,Quads,Barbell curls,34.7,1864.45,0.5,0.73,0.86,0.91,2164.38,86.81,863.73,7.29e+19,Medium,34.700520833333336,1212.0
24,Male,58.82,1.76,189,130,73,1,415,Yoga,23,1.7,3,1,19.0,3,296.4,119.17,79.57,1760,Other,Snack,Vegetarian,6.13,899.07,125.65,396.65,Roasted,58.11,95.88,4.0,Calf Raises,5,21,Improves balance and coordination,339.54,"Upper Back, Rear Deltoids",Bench or Chair,Advanced,Abs,Lateral,Concentration curls,18.99,2378.41,0.5,2.03,0.49,0.69,1344.58,45.27,427.82,6.75e+19,Medium,18.988894628099175,415.0
41,Female,82.17,1.66,177,138,74,2,2061,Cardio,30,3.5,5,3,29.8,4,265.42,106.58,71.22,2327,Other,Snack,Vegan,45.23,591.33,78.78,222.77,Roasted,27.89,5.72,3.1,Dragon Flags,4,15,Builds explosive upper body power,346.59,"Upper Back, Rear Deltoids",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Flexors,Leg curls,29.82,2128.98,0.5,1.3,0.63,0.78,266.22,57.28,1372.5,7.98e+19,Medium,29.819277108433738,1030.5
42,Female,60.3,1.74,195,141,52,2,2098,Strength,21,2.7,5,3,19.9,3,201.73,80.56,53.87,1844,Other,Snack,Keto,34.93,2080.29,206.99,428.49,Boiled,9.22,19.88,1.2,Plyometric Push-ups,5,16,Improves posture and strengthens upper back,364.54,Full Core,Parallel Bars or Chair,Advanced,Shoulders,Anterior,Plate pinch,19.92,1613.99,0.5,1.34,0.62,0.72,-253.52,47.72,1305.05,1.21e+20,Very High,19.916765755053508,1049.0
28,Male,79.51,1.59,181,130,54,1,1950,HIIT,32,1.5,3,2,31.4,2,207.92,83.89,56.62,2204,Other,Lunch,Paleo,17.69,163.98,175.8,289.93,Raw,10.4,95.71,1.5,Dead Bugs,5,16,Builds calf muscles,359.58,"Core, Shoulders, Legs",Parallel Bars or Chair,Intermediate,Legs,Anterior,Triceps dips,31.45,1676.82,0.5,1.06,0.6,0.72,253.66,53.77,1064.36,1.08e+20,High,31.45049642023654,1950.0
53,Female,55.68,1.55,171,141,54,1,814,Yoga,24,1.8,4,2,23.2,2,218.11,86.97,57.62,1686,Other,Snack,Vegetarian,39.62,1265.94,117.13,208.38,Boiled,39.11,9.17,1.7,Glute Bridges,5,24,Targets upper chest,331.29,"Core, Obliques",Bench or Step,Advanced,Arms,Lower Chest,Plate pinch,23.18,1738.9,0.5,1.56,0.74,0.82,871.72,42.43,748.72,5.52e+19,Low,23.175858480749216,814.0
43,Male,66.62,1.85,170,121,58,1,1038,Cardio,21,3.2,2,1,19.5,3,294.52,116.97,78.33,1625,Other,Dinner,Paleo,18.37,2220.22,103.57,440.52,Grilled,11.29,69.08,1.4,Calf Raises,5,24,Targets upper chest,368.93,"Lower Back, Glutes",Resistance Band or Cable Machine,Intermediate,Shoulders,Grip Strength,Incline cable crossovers,19.47,2350.93,0.5,1.76,0.56,0.71,586.6,52.88,870.67,1.33e+20,Very High,19.465303140978815,1038.0
27,Male,103.9,1.68,162,135,62,1,1239,Cardio,34,3.5,3,2,36.8,4,303.62,121.46,81.55,2877,Other,Snack,Balanced,46.8,873.33,259.53,299.74,Fried,17.03,22.53,2.2,Inverted Rows,4,15,Improves shoulder health and posture,351.72,"Quadriceps, Calves, Glutes",Barbell,Intermediate,Forearms,Posterior,Hammer curl,36.81,2434.27,0.5,1.17,0.73,0.83,1637.57,68.23,907.44,9e+19,High,36.812641723356016,1239.0
43,Male,82.51,1.95,181,160,70,2,2206,Strength,26,3.5,5,3,21.7,4,278.15,112.06,74.19,2381,Other,Dinner,Vegan,40.48,2464.16,99.44,163.75,Baked,56.98,43.26,1.5,Lateral Raises,4,21,Builds unilateral leg strength and balance,337.98,"Lower Back, Glutes",None or Dumbbells,Intermediate,Shoulders,Anterior,Bicycle crunches,21.7,2228.55,0.5,1.36,0.81,0.88,174.8,60.91,1277.56,6.5e+19,Medium,21.698882314266932,1103.0
40,Female,62.99,1.53,197,143,73,2,1508,Yoga,29,2.7,5,3,26.9,4,365.05,146.28,97.25,1952,Other,Breakfast,Low-Carb,27.35,2373.55,214.36,295.64,Steamed,22.37,58.76,4.2,Lat Pulldowns,5,23,Strengthens lower abs,357.99,"Core, Obliques","Bench, Barbell",Intermediate,Abs,Triceps,Bird dog,26.91,2920.57,0.5,2.32,0.56,0.73,444.28,44.83,1381.84,1.04e+20,High,26.908454013413646,754.0
41,Male,43.56,1.77,182,165,58,1,793,Yoga,19,1.6,3,1,13.9,2,275.13,111.49,74.23,1264,Other,Snack,Keto,47.45,334.13,293.4,465.82,Roasted,16.11,80.32,1.8,Plyo Squats,3,12,Builds back strength,164.77,"Upper Chest, Triceps",Step or Box,Advanced,Shoulders,Lower,Bicep Curls,13.9,2214.55,0.5,2.56,0.86,0.91,471.28,35.48,395.45,1.85e+17,Low,13.904050560183855,793.0
19,Male,73.18,1.79,177,125,61,1,541,Yoga,21,1.6,3,1,22.8,3,218.96,88.29,58.24,2062,Other,Breakfast,Vegetarian,5.17,1170.78,248.88,364.25,Boiled,11.84,43.9,1.1,Bicycle Crunches,4,25,Targets lower abs,332.18,"Core, Lower Back",Low Bar or TRX,Advanced,Abs,Triceps,Concentration curls,22.84,1753.16,0.5,1.21,0.55,0.7,1520.8,57.73,544.78,5.64e+19,Low,22.839486907399895,541.0
30,Male,51.78,1.74,174,150,64,1,785,Yoga,25,2.0,3,2,17.1,3,237.92,94.96,62.69,1524,Other,Breakfast,Balanced,7.87,2292.03,38.56,496.8,Baked,35.78,104.36,1.7,Thrusters,5,16,Targets obliques and improves core rotation,332.85,"Legs, Shoulders, Core",Pull-up Bar,Intermediate,Chest,Upper,Bird dog,17.1,1895.73,0.5,1.83,0.78,0.86,739.2,38.87,725.61,5.74e+19,Low,17.10265556876734,785.0
52,Female,70.91,1.72,194,143,66,1,1732,HIIT,27,2.6,3,2,24.0,3,231.65,92.08,61.08,1946,Other,Dinner,Keto,18.94,289.93,234.47,152.4,Raw,22.77,94.62,1.3,Russian Twists,5,19,Enhances full-body coordination and stability,335.2,"Shoulders, Triceps",None or Dumbbell,Beginner,Arms,Lower Chest,Barbell hip thrusts,23.97,1844.64,0.5,1.3,0.6,0.74,213.92,51.53,878.22,6.08e+19,Low,23.969037317468903,1732.0
33,Female,62.21,1.63,190,161,58,2,2401,HIIT,26,2.7,5,3,23.4,3,217.93,87.58,57.79,1806,Other,Lunch,Paleo,36.0,1467.86,163.95,319.46,Grilled,5.24,44.62,3.0,Pull-ups,4,19,Full body workout,330.95,"Lower Abs, Hip Flexors",Wall,Intermediate,Legs,Upper,Incline dumbbell flyes,23.41,1742.15,0.5,1.41,0.78,0.85,-594.55,46.16,1111.99,5.48e+19,Low,23.41450562685837,1200.5
22,Female,51.25,1.59,197,139,66,1,1382,Strength,25,1.8,3,2,20.3,3,201.46,79.89,53.95,1252,Other,Lunch,Paleo,37.21,1836.59,17.25,304.0,Boiled,43.33,15.17,3.2,Pull-ups,5,22,Targets lower abs,331.62,"Back, Core, Shoulders",Bench or Chair,Beginner,Shoulders,Quads,Leg curls,20.27,1610.95,0.5,1.56,0.56,0.71,-130.4,38.48,848.95,5.57e+19,Low,20.272141133657687,1382.0
45,Female,51.38,1.65,170,136,50,1,1266,Cardio,24,2.3,2,1,18.9,3,233.19,93.15,61.59,1430,Other,Breakfast,Vegan,10.68,1454.39,247.46,151.88,Fried,38.99,30.06,4.6,Leg Press,4,23,Builds unilateral leg strength,335.22,Triceps,Kettlebell,Intermediate,Shoulders,Grip Strength,Bird dog,18.87,1859.67,0.5,1.81,0.72,0.8,163.95,39.26,965.43,6.08e+19,Low,18.87235996326906,1266.0
34,Male,66.37,1.62,199,164,56,1,793,Strength,27,2.2,2,1,25.3,3,208.16,83.98,55.66,1692,Other,Snack,Balanced,37.33,1702.05,231.48,215.75,Baked,11.09,114.34,4.9,Flutter Kicks,5,15,Strengthens core and improves mobility,347.56,"Glutes, Hamstrings, Core",Barbell,Beginner,Arms,Anterior,Incline cable crossovers,25.29,1669.5,0.5,1.27,0.75,0.82,899.28,48.73,556.1,8.17e+19,Medium,25.289590001524154,793.0
58,Male,109.07,1.91,198,156,56,1,1067,Yoga,28,2.2,3,2,29.9,3,305.8,122.92,82.09,2768,Other,Breakfast,Paleo,15.65,84.57,29.85,390.55,Boiled,8.22,61.13,1.9,Burpees,5,16,Builds chest strength,357.3,"Core, Shoulders, Legs",None or Dumbbells,Advanced,Abs,Lats,Barbell rows,29.9,2453.69,0.5,1.13,0.7,0.79,1700.62,78.78,1057.61,1.02e+20,High,29.89775499575121,1067.0
46,Male,48.5,1.64,168,159,67,1,1352,Strength,27,2.5,4,2,18.0,3,219.37,87.46,58.36,1372,Other,Snack,Low-Carb,25.53,2341.19,54.08,370.22,Grilled,8.55,21.18,2.5,Flutter Kicks,5,25,Improves core stability and balance,348.02,"Shoulders, Upper Back",Cable Machine,Beginner,Arms,Lateral,Hammer curls,18.03,1752.56,0.5,1.8,0.92,0.95,19.75,35.48,870.05,8.26e+19,Medium,18.03242117787032,1352.0
25,Female,64.4,1.71,179,167,61,1,1355,HIIT,21,1.8,3,1,22.0,3,208.82,82.8,55.86,1688,Other,Lunch,Paleo,7.31,1430.32,110.17,208.07,Baked,57.05,71.78,3.2,Shoulder Press,5,15,Targets biceps and forearms,340.71,"Triceps, Chest",Dumbbells,Intermediate,Legs,Upper,Leg raises,22.02,1669.22,0.5,1.29,0.9,0.93,332.8,50.64,763.19,6.94e+19,Medium,22.023870592660995,1355.0
37,Female,54.63,1.57,170,150,62,1,1298,Strength,27,2.4,3,1,22.2,3,204.42,82.01,54.55,1576,Other,Dinner,Vegan,0.28,330.97,129.42,217.49,Steamed,55.66,66.3,1.4,Frog Jumps,5,21,Improves core rotation strength,344.03,"Upper Back, Rear Deltoids",Barbell,Advanced,Back,Wrist Extensors,Wrist extension,22.16,1636.67,0.5,1.5,0.81,0.88,277.92,39.87,901.36,7.52e+19,Medium,22.16317091971277,1298.0
54,Female,50.32,1.61,188,157,67,1,1806,HIIT,25,2.7,2,1,19.4,2,312.49,124.84,83.15,1231,Other,Breakfast,Low-Carb,26.3,1202.2,159.34,457.51,Boiled,13.68,64.02,1.5,Bulgarian Split Squats,3,10,Improves core stability and balance,289.17,"Shoulders, Triceps",Bench or Step,Advanced,Forearms,Wrist Flexors,Cable crossovers,19.41,2497.67,0.5,2.48,0.74,0.83,-575.18,37.86,861.73,1.82e+19,Low,19.41283129508892,1806.0
36,Male,69.06,1.65,165,126,65,1,810,Yoga,27,2.7,3,1,25.4,2,256.16,101.94,68.39,1920,Other,Snack,Vegan,10.49,110.61,36.86,446.8,Steamed,51.43,36.53,1.6,Lat Pulldowns,4,15,Builds explosive power,341.94,"Upper Chest, Triceps",Dumbbells,Advanced,Chest,Lateral,Decline cable crossovers,25.37,2047.91,0.5,1.48,0.61,0.77,1109.68,50.65,841.17,7.15e+19,Medium,25.366391184573008,810.0
18,Male,73.38,1.55,172,124,56,1,729,Cardio,32,2.0,3,1,30.5,2,188.06,75.78,50.59,1951,Other,Breakfast,Balanced,6.06,625.49,293.63,320.69,Raw,54.16,100.95,2.1,Glute Bridges,4,22,Builds explosive upper body power,367.63,"Back, Core, Shoulders",Wall,Advanced,Shoulders,Quads,Plate pinch,30.54,1510.67,0.5,1.03,0.59,0.72,1221.93,49.83,610.27,1.29e+20,Very High,30.543184183142554,729.0
48,Male,68.77,1.74,160,167,58,1,1597,Strength,22,2.3,3,2,22.7,3,308.94,122.86,82.31,1807,Other,Lunch,Vegetarian,48.61,1481.7,207.27,254.27,Steamed,43.6,93.8,3.8,Russian Twists,4,17,Builds upper body strength,361.66,"Core, Obliques",None or Dumbbell,Advanced,Chest,Wrist Flexors,Leg raises,22.71,2467.99,0.5,1.79,1.07,1.04,209.93,53.98,1070.51,1.13e+20,Very High,22.714361210199495,1597.0
37,Male,102.84,1.89,175,168,57,1,356,Yoga,31,3.1,2,1,28.8,2,285.22,114.39,76.12,2633,Other,Dinner,Vegetarian,27.64,410.25,0.76,207.58,Roasted,38.16,102.82,4.6,Step-ups,5,18,Improves cardiovascular fitness,365.45,Quadriceps,Dumbbells,Beginner,Legs,Lateral,Leg raises,28.79,2283.52,0.5,1.11,0.94,0.96,2276.92,70.97,394.69,1.23e+20,Very High,28.789787519946252,356.0
32,Female,49.31,1.62,167,158,74,1,1556,HIIT,20,2.5,3,2,18.8,3,247.43,99.43,66.25,1346,Other,Breakfast,Vegan,25.22,302.42,60.58,386.82,Boiled,35.84,85.38,4.9,Superman,5,22,Builds unilateral leg strength,330.85,"Glutes, Hamstrings, Core",Cable Machine,Intermediate,Abs,Posterior,Pull-ups,18.79,1983.69,0.5,2.02,0.9,0.95,-210.3,39.52,780.81,5.46e+19,Low,18.78905654625819,1556.0
30,Male,61.25,1.55,172,120,52,1,1405,Strength,28,1.6,3,2,25.5,3,197.25,79.67,52.71,1620,Other,Breakfast,Vegan,44.27,1611.08,220.14,467.87,Raw,8.14,71.67,4.6,Resistance Band Pull-Aparts,4,25,Improves balance and leg strength,362.51,"Legs, Shoulders, Core",Pull-up Bar,Beginner,Forearms,Grip Strength,Fat grip dumbbell curl,25.49,1582.07,0.5,1.3,0.57,0.7,214.83,44.23,942.53,1.15e+20,Very High,25.4942767950052,1405.0
24,Male,60.21,1.79,170,165,63,2,1539,Yoga,20,2.7,4,3,18.8,3,222.66,89.14,59.41,1664,Other,Snack,Low-Carb,3.64,451.87,120.43,440.5,Baked,32.76,120.47,3.5,Squats,5,20,Improves back strength and posture,345.56,"Back, Biceps",Dumbbells,Advanced,Forearms,Lower Chest,Hanging leg raises,18.79,1781.89,0.5,1.48,0.95,0.97,125.04,48.32,1361.51,7.79e+19,Medium,18.79154832870385,769.5
56,Female,58.91,1.56,182,156,57,1,1666,HIIT,24,2.6,4,2,24.2,3,302.69,122.1,80.96,1689,Other,Breakfast,Vegetarian,9.46,1471.0,113.25,339.06,Steamed,56.43,21.2,1.7,Dragon Flags,3,10,Builds back strength,175.21,"Legs, Core",Bench or Step,Beginner,Shoulders,Lower Chest,Face pulls,24.21,2427.8,0.5,2.07,0.79,0.86,23.03,44.59,441.53,3.06e+17,Low,24.20693622616699,1666.0
28,Female,86.65,1.76,197,121,60,1,1161,Cardio,32,3.5,3,2,28.0,3,276.43,109.4,73.46,2403,Other,Dinner,Low-Carb,10.22,647.8,50.9,401.23,Baked,10.81,93.57,2.8,Plyometric Push-ups,4,22,Builds unilateral leg strength,343.48,Full Body,Step or Box,Advanced,Chest,Triceps,Hammer curl,27.97,2204.46,0.5,1.26,0.45,0.62,1242.37,58.6,831.22,7.42e+19,Medium,27.973269628099175,1161.0
25,Male,76.46,1.96,180,119,59,1,663,Strength,24,2.3,3,1,19.9,2,240.27,97.05,64.21,2041,Other,Snack,Keto,45.83,383.5,68.22,178.35,Roasted,28.46,100.98,2.5,Thrusters,5,18,Improves posture and strengthens upper back,332.71,"Glutes, Hamstrings",Cable Machine,Advanced,Abs,Middle,Bicep Curls,19.9,1927.17,0.5,1.27,0.5,0.66,1377.7,58.08,445.83,5.72e+19,Low,19.90316534777176,663.0
42,Male,76.57,1.97,165,157,65,1,1095,Cardio,26,2.6,3,2,19.7,4,194.99,78.38,51.54,2220,Other,Breakfast,Low-Carb,24.87,1837.75,154.3,223.84,Baked,57.06,91.42,2.8,Flutter Kicks,4,17,Activates and strengthens glutes,348.56,"Legs, Core",None or Dumbbells,Beginner,Chest,Lateral,Dumbbell flyes,19.73,1557.34,0.5,1.02,0.92,0.95,1124.69,57.03,794.72,8.36e+19,Medium,19.729959545466254,1095.0
34,Female,111.91,1.85,162,134,66,1,842,Yoga,34,3.6,4,2,32.7,2,284.57,112.18,75.28,3011,Other,Dinner,Paleo,48.61,1466.23,208.01,151.66,Boiled,51.82,73.43,4.1,Incline Push-ups,4,15,Targets biceps and forearms,350.32,"Core, Lower Back",Low Bar or TRX,Advanced,Forearms,Lower Chest,Plate pinch,32.7,2264.52,0.5,1.0,0.71,0.83,2168.6,74.05,819.75,8.71e+19,High,32.69831994156318,842.0
18,Female,126.66,1.67,172,153,60,1,1927,HIIT,35,2.2,3,2,45.4,3,295.7,118.88,78.45,3265,Other,Lunch,Paleo,10.65,1146.09,-3.57,499.07,Raw,43.52,22.24,1.6,Jumping Jacks,5,24,Improves shoulder health and posture,365.46,"Shoulders, Triceps",None or Dumbbell,Beginner,Forearms,Posterior,Romanian deadlifts,45.42,2364.37,0.5,0.94,0.83,0.89,1337.8,82.33,1067.14,1.23e+20,Very High,45.41575531571587,1927.0
